Niklas Klinger,Tor,23,VfL Wolfsburg
Phillip Menzel,Tor,20,VfL Wolfsburg
Pavao Pervan,Tor,31,VfL Wolfsburg
Anthony John Brooks,Abwehr,26,VfL Wolfsburg
Jeffrey Bruma,Abwehr,27,VfL Wolfsburg
Robin Knoche,Abwehr,27,VfL Wolfsburg
Kevin Mbabu,Abwehr,24,VfL Wolfsburg
Otavio Paulo,Abwehr,24,VfL Wolfsburg
Jerome Roussillon,Abwehr,26,VfL Wolfsburg
Marcel Tisserand,Abwehr,26,VfL Wolfsburg
Felix Uduokhai,Abwehr,21,VfL Wolfsburg
Paulo Otavio,Abwehr,24,VfL Wolfsburg
William,Abwehr,24,VfL Wolfsburg
Maximilian Arnold,Mittelfeld,25,VfL Wolfsburg
Ismail Azzaoui,Mittelfeld,21,VfL Wolfsburg
Josip Brekalo,Mittelfeld,21,VfL Wolfsburg
Ignacio Camacho,Mittelfeld,29,VfL Wolfsburg
Yannick Gerhardt,Mittelfeld,25,VfL Wolfsburg
Josuha Guilavogui,Mittelfeld,28,VfL Wolfsburg
Joao Victor,Mittelfeld,25,VfL Wolfsburg
Felix Klaus,Mittelfeld,26,VfL Wolfsburg
Yunus Malli,Mittelfeld,27,VfL Wolfsburg
Admir Mehmedi,Mittelfeld,28,VfL Wolfsburg
Paul-Georges Ntep,Mittelfeld,27,VfL Wolfsburg
Elvis Rexhbecaj,Mittelfeld,21,VfL Wolfsburg
Xaver Schlager,Mittelfeld,21,VfL Wolfsburg
Renato Steffen,Mittelfeld,27,VfL Wolfsburg
John Yeboah,Mittelfeld,19,VfL Wolfsburg
Daniel Ginczek,Sturm,28,VfL Wolfsburg
Wout Weghorst,Sturm,26,VfL Wolfsburg
